Stock,Date,Low,Open,Volume,High,Close,Adjusted Close
AAPL,2/1/2020,73.79750061,74.05999756,135480400,75.15000153,75.08750153,73.89433289
AAPL,3/1/2020,74.125,74.28749847,146322800,75.14499664,74.35749817,73.17594147
AAPL,6/1/2020,73.1875,73.44750214,118387200,74.98999786,74.94999695,73.75901031
AAPL,7/1/2020,74.37000275,74.95999908,108872000,75.22499847,74.59750366,73.412117
AAPL,8/1/2020,74.29000092,74.29000092,132079200,76.11000061,75.79750061,74.59303284
AAPL,9/1/2020,76.55000305,76.80999756,170108400,77.60749817,77.40750122,76.17745972
AAPL,10/1/2020,77.0625,77.65000153,140644800,78.16750336,77.58249664,76.34968567
AAPL,13-01-2020,77.78749847,77.91000366,121532000,79.26750183,79.23999786,77.98084259
AAPL,14-01-2020,78.04250336,79.17500305,161954400,79.39250183,78.16999817,76.92784119
AAPL,15-01-2020,77.38749695,77.96250153,121923600,78.875,77.83499908,76.59816742
AAPL,16-01-2020,78.02249908,78.39749908,108829200,78.92500305,78.80999756,77.55767822
AAPL,17-01-2020,78.75,79.06749725,137816400,79.68499756,79.68250275,78.41631317
AAPL,21-01-2020,79,79.29750061,110843200,79.75499725,79.14250183,77.88489532
AAPL,22-01-2020,79.32749939,79.64499664,101832400,79.99749756,79.42500305,78.16291046
AAPL,23-01-2020,78.91249847,79.48000336,104472000,79.88999939,79.80750275,78.5393219
AAPL,24-01-2020,79.37999725,80.0625,146537600,80.83249664,79.57749939,78.31298065
AAPL,27-01-2020,76.22000122,77.51499939,161940000,77.94249725,77.23750305,76.01016235
AAPL,28-01-2020,78.04750061,78.15000153,162234000,79.59999847,79.42250061,78.16043091
AAPL,29-01-2020,80.34500122,81.11250305,216229200,81.96250153,81.08499908,79.79652405
AAPL,30-01-2020,79.6875,80.13500214,126743200,81.02249908,80.96749878,79.68088531
AAPL,31-01-2020,77.07250214,80.23249817,199588400,80.66999817,77.37750244,76.14794922
AAPL,3/2/2020,75.55500031,76.07499695,173788400,78.37249756,77.16500092,75.93881226
AAPL,4/2/2020,78.40750122,78.82749939,136616400,79.91000366,79.71250153,78.4458313
AAPL,5/2/2020,79.73750305,80.87999725,118826800,81.19000244,80.36250305,79.085495
AAPL,6/2/2020,80.06500244,80.64250183,105425600,81.30500031,81.30249786,80.01056671
AAPL,7/2/2020,79.5,80.59249878,117684000,80.84999847,80.00749969,78.92300415
AAPL,10/2/2020,78.46250153,78.54499817,109348800,80.38749695,80.38749695,79.29785919
AAPL,11/2/2020,79.67749786,80.90000153,94323200,80.97499847,79.90249634,78.81941986
AAPL,12/2/2020,80.36750031,80.36750031,113730400,81.80500031,81.80000305,80.69120789
AAPL,13-02-2020,80.83750153,81.04750061,94747600,81.55500031,81.21749878,80.11660004
AAPL,14-02-2020,80.71250153,81.18499756,80113600,81.49500275,81.23750305,80.13634491
AAPL,18-02-2020,78.65249634,78.83999634,152531200,79.9375,79.75,78.66899109
AAPL,19-02-2020,80,80,93984000,81.14250183,80.90499878,79.80833435
AAPL,20-02-2020,79.55249786,80.65750122,100566000,81.16249847,80.07499695,78.98959351
AAPL,21-02-2020,77.625,79.65499878,129554000,80.11250305,78.26249695,77.20165253
AAPL,24-02-2020,72.30750275,74.31500244,222195200,76.04499817,74.54499817,73.5345459
AAPL,25-02-2020,71.53250122,75.23750305,230673600,75.63249969,72.01999664,71.04376984
AAPL,26-02-2020,71.625,71.63249969,198054800,74.47000122,73.16249847,72.17079163
AAPL,27-02-2020,68.23999786,70.27500153,320605600,71.5,68.37999725,67.45310974
AAPL,28-02-2020,64.09249878,64.31500244,426510000,69.60250092,68.33999634,67.41365814
AAPL,2/3/2020,69.43000031,70.56999969,341397200,75.36000061,74.70249939,73.68991852
AAPL,3/3/2020,71.44999695,75.91750336,319475600,76,72.33000183,71.34958649
AAPL,4/3/2020,73.28250122,74.11000061,219178400,75.84999847,75.68499756,74.65910339
AAPL,5/3/2020,72.85250092,73.87999725,187572800,74.88749695,73.23000336,72.23738098
AAPL,6/3/2020,70.30750275,70.5,226176800,72.70500183,72.25749969,71.27805328
AAPL,9/3/2020,65.75,65.9375,286744800,69.52249908,66.54250336,65.64054108
AAPL,10/3/2020,67.34249878,69.28500366,285290000,71.61000061,71.33499908,70.36807251
AAPL,11/3/2020,67.96499634,69.34750366,255598800,70.30500031,68.85749817,67.92414093
AAPL,12/3/2020,62,63.98500061,418474000,67.5,62.05749893,61.21631622
AAPL,13-03-2020,63.23749924,66.22250366,370732000,69.98000336,69.49250031,68.55053711
AAPL,16-03-2020,60,60.48749924,322423600,64.76999664,60.55250168,59.73171997
AAPL,17-03-2020,59.59999847,61.87749863,324056000,64.40249634,63.21500015,62.35813141
AAPL,18-03-2020,59.27999878,59.94250107,300233600,62.5,61.66749954,60.83160019
AAPL,19-03-2020,60.65250015,61.84749985,271857200,63.20999908,61.19499969,60.36551285
AAPL,20-03-2020,57,61.79499817,401693200,62.95750046,57.31000137,56.53317642
AAPL,23-03-2020,53.15250015,57.02000046,336752800,57.125,56.09249878,55.33217621
AAPL,24-03-2020,58.57500076,59.09000015,287531200,61.92250061,61.72000122,60.88339615
AAPL,25-03-2020,61.07500076,62.6875,303602000,64.5625,61.38000107,60.54800034
AAPL,26-03-2020,61.59000015,61.63000107,252087200,64.66999817,64.61000061,63.73421478
AAPL,27-03-2020,61.76250076,63.1875,204216800,63.96749878,61.93500137,61.09548187
AAPL,30-03-2020,62.34999847,62.68500137,167976400,63.88000107,63.70249939,62.83901596
AAPL,31-03-2020,63,63.90000153,197002000,65.62249756,63.57249832,62.7107811
AAPL,1/4/2020,59.78250122,61.625,176218400,62.18000031,60.22750092,59.41112518
AAPL,2/4/2020,59.22499847,60.08499908,165934000,61.28749847,61.23249817,60.40249252
AAPL,3/4/2020,59.74250031,60.70000076,129880000,61.42499924,60.35250092,59.53443146
AAPL,6/4/2020,62.34500122,62.72499847,201820400,65.77749634,65.61750031,64.72806549
AAPL,7/4/2020,64.75,67.69999695,202887200,67.92500305,64.85749817,63.97836685
AAPL,8/4/2020,65.30750275,65.68499756,168895200,66.84249878,66.51750183,65.61585999
AAPL,9/4/2020,66.17500305,67.17500305,161834800,67.51750183,66.99749756,66.08934784
AAPL,13-04-2020,66.45749664,67.07749939,131022800,68.42500305,68.3125,67.38653564
AAPL,14-04-2020,69.51249695,70,194994800,72.0625,71.76249695,70.7897644
AAPL,15-04-2020,70.15750122,70.59999847,131154400,71.58249664,71.10749817,70.14363861
AAPL,16-04-2020,70.58750153,71.84500122,157125200,72.05000305,71.67250061,70.70098114
AAPL,17-04-2020,69.21499634,71.17250061,215250000,71.73750305,70.69999695,69.7416687
AAPL,20-04-2020,69.21250153,69.48750305,130015200,70.41999817,69.23249817,68.29406738
AAPL,21-04-2020,66.35749817,69.06999969,180991600,69.3125,67.09249878,66.18305969
AAPL,22-04-2020,68.05000305,68.40249634,116862400,69.47499847,69.02500153,68.08938599
AAPL,23-04-2020,68.71749878,68.96749878,124814400,70.4375,68.75749969,67.82550812
AAPL,24-04-2020,69.25,69.30000305,126161200,70.75250244,70.74250031,69.78359222
AAPL,27-04-2020,69.98750305,70.44999695,117087600,71.13500214,70.79250336,69.83292389
AAPL,28-04-2020,69.55000305,71.26999664,112004800,71.45749664,69.64499664,68.70098114
AAPL,29-04-2020,70.97250366,71.18250275,137280800,72.41750336,71.93250275,70.9574585
AAPL,30-04-2020,72.08750153,72.48999786,183064000,73.63249969,73.44999695,72.45439148
AAPL,1/5/2020,71.46250153,71.5625,240616800,74.75,72.26750183,71.28793335
AAPL,4/5/2020,71.58000183,72.29250336,133568000,73.42250061,73.29000092,72.29656219
AAPL,5/5/2020,73.61499786,73.76499939,147751200,75.25,74.38999939,73.38165283
AAPL,6/5/2020,74.71749878,75.11499786,142333600,75.80999756,75.15750122,74.13874817
AAPL,7/5/2020,75.49250031,75.80500031,115215200,76.29250336,75.93499756,74.90570068
AAPL,8/5/2020,76.07250214,76.41000366,133838400,77.58750153,77.53250122,76.688591
AAPL,11/5/2020,76.80999756,77.02500153,145946400,79.26249695,78.75250244,77.89530945
AAPL,12/5/2020,77.72750092,79.45749664,162301200,79.92250061,77.85250092,77.00511932
AAPL,13-05-2020,75.80249786,78.03749847,200622400,78.98750305,76.91249847,76.07534027
AAPL,14-05-2020,75.38249969,76.12750244,158929200,77.44750214,77.38500214,76.54269409
AAPL,15-05-2020,75.05249786,75.08750153,166348400,76.97499847,76.92749786,76.09017181
AAPL,18-05-2020,77.58000183,78.29250336,135178400,79.125,78.73999786,77.88294983
AAPL,19-05-2020,78.25250244,78.75749969,101729600,79.62999725,78.28500366,77.4329071
AAPL,20-05-2020,79.12999725,79.16999817,111504800,79.87999725,79.80750275,78.93882751
AAPL,21-05-2020,78.96749878,79.66500092,102688800,80.22250366,79.21250153,78.35031128
AAPL,22-05-2020,78.83750153,78.94249725,81803200,79.80750275,79.72250366,78.85475922
AAPL,26-05-2020,79.125,80.875,125522000,81.05999756,79.18250275,78.32063293
AAPL,27-05-2020,78.27249908,79.03500366,112945200,79.67749786,79.52749634,78.66186523
AAPL,28-05-2020,78.90750122,79.19249725,133560800,80.86000061,79.5625,78.69648743
AAPL,29-05-2020,79.11750031,79.8125,153532400,80.28749847,79.48500061,78.6198349
AAPL,1/6/2020,79.30249786,79.4375,80791200,80.58750153,80.46250153,79.58669281
AAPL,2/6/2020,79.73249817,80.1875,87642800,80.86000061,80.83499908,79.95514679
AAPL,3/6/2020,80.57499695,81.16500092,104491200,81.55000305,81.27999878,80.39529419
AAPL,4/6/2020,80.19499969,81.09750366,87560400,81.40499878,80.58000183,79.70291901
AAPL,5/6/2020,80.80750275,80.83750153,137250400,82.9375,82.875,81.97293091
AAPL,8/6/2020,81.83000183,82.5625,95654400,83.40000153,83.36499786,82.45759583
AAPL,9/6/2020,83.00250244,83.03500366,147712400,86.40249634,85.99749756,85.06145477
AAPL,10/6/2020,86.52249908,86.97499847,166651600,88.69249725,88.20999908,87.2498703
AAPL,11/6/2020,83.87000275,87.32749939,201662400,87.76499939,83.97499847,83.06096649
AAPL,12/6/2020,83.55500031,86.18000031,200146000,86.94999695,84.69999695,83.7780838
AAPL,15-06-2020,83.14499664,83.3125,138808800,86.41999817,85.74749756,84.81417847
AAPL,16-06-2020,86.18000031,87.86499786,165428800,88.30000305,88.01999664,87.06194305
AAPL,17-06-2020,87.77249908,88.78749847,114406400,88.84999847,87.89749908,86.94076538
AAPL,18-06-2020,87.30500031,87.85250092,96820400,88.36250305,87.93250275,86.97538757
AAPL,19-06-2020,86.28749847,88.66000366,264476000,89.13999939,87.43000031,86.47837067
AAPL,22-06-2020,87.78749847,87.83499908,135445200,89.86499786,89.71749878,88.74097443
AAPL,23-06-2020,90.56749725,91,212155600,93.09500122,91.63249969,90.63511658
AAPL,24-06-2020,89.62999725,91.25,192623200,92.19750214,90.01499939,89.03523254
AAPL,25-06-2020,89.39250183,90.17500305,137522400,91.25,91.20999908,90.21721649
AAPL,26-06-2020,88.25499725,91.10250092,205256800,91.33000183,88.40750122,87.44521332
AAPL,29-06-2020,87.81999969,88.3125,130646000,90.54250336,90.44499969,89.46053314
AAPL,30-06-2020,90,90.01999664,140223200,91.49500275,91.19999695,90.20732117
AAPL,1/7/2020,90.97750092,91.27999878,110737200,91.83999634,91.02749634,90.03670502
AAPL,2/7/2020,90.91000366,91.96250153,114041600,92.61750031,91.02749634,90.03670502
AAPL,6/7/2020,92.46749878,92.5,118655600,93.94499969,93.46250153,92.44519806
AAPL,7/7/2020,93.05750275,93.85250092,112424400,94.65499878,93.17250061,92.15835571
AAPL,8/7/2020,94.08999634,94.18000031,117092000,95.375,95.34249878,94.30473328
AAPL,9/7/2020,94.67250061,96.26249695,125642800,96.31749725,95.75250244,94.71027374
AAPL,10/7/2020,94.70500183,95.33499908,90257200,95.98000336,95.91999817,94.87593842
AAPL,13-07-2020,95.25749969,97.26499939,191649200,99.95500183,95.47750092,94.43827057
AAPL,14-07-2020,93.87750244,94.83999634,170989200,97.25499725,97.05750275,96.00107574
AAPL,15-07-2020,96.48999786,98.98999786,153198000,99.24749756,97.72499847,96.66129303
AAPL,16-07-2020,95.90499878,96.5625,110577600,97.40499878,96.52249908,95.47188568
AAPL,17-07-2020,95.83999634,96.98750305,92186800,97.14749908,96.32749939,95.27900696
AAPL,20-07-2020,96.0625,96.41750336,90318000,98.5,98.35749817,97.28691101
AAPL,21-07-2020,96.74250031,99.17250061,103433200,99.25,97,95.94419098
AAPL,22-07-2020,96.60250092,96.69249725,89001600,97.97499847,97.27249908,96.21372986
AAPL,23-07-2020,92.01000214,96.99749756,197004400,97.07749939,92.84500122,91.83441925
AAPL,24-07-2020,89.14499664,90.98750305,185438800,92.97000122,92.61499786,91.60691833
AAPL,27-07-2020,93.48000336,93.70999908,121214000,94.90499878,94.80999756,93.7780304
AAPL,28-07-2020,93.24749756,94.36750031,103625600,94.55000305,93.25250244,92.23748779
AAPL,29-07-2020,93.71250153,93.75,90329200,95.23000336,95.04000092,94.00552368
AAPL,30-07-2020,93.76750183,94.1875,158130000,96.29750061,96.19000244,95.143013
AAPL,31-07-2020,100.8249969,102.8850021,374336800,106.4150009,106.2600021,105.1034164
AAPL,3/8/2020,107.8925018,108.1999969,308151200,111.6374969,108.9375,107.7517548
AAPL,4/8/2020,108.3874969,109.1324997,173071600,110.7900009,109.6650009,108.4713364
AAPL,5/8/2020,108.8974991,109.3775024,121776800,110.3925018,110.0625,108.8645172
AAPL,6/8/2020,109.7975006,110.4049988,202428800,114.4124985,113.9024963,112.6627121
AAPL,7/8/2020,110.2925034,113.2050018,198045600,113.6750031,111.1125031,110.1012573
AAPL,10/8/2020,110,112.5999985,212403600,113.7750015,112.7275009,111.7015457
AAPL,11/8/2020,109.1074982,111.9700012,187902400,112.4824982,109.375,108.3795547
AAPL,12/8/2020,110.2975006,110.4974976,165598000,113.2750015,113.0100021,111.9814758
AAPL,13-08-2020,113.9274979,114.4300003,210082000,116.0425034,115.0100021,113.9632721
AAPL,14-08-2020,113.0449982,114.8300018,165565200,115,114.9075012,113.8617096
AAPL,17-08-2020,113.9625015,116.0625,119561600,116.0875015,114.6074982,113.5644302
AAPL,18-08-2020,114.0074997,114.3525009,105633600,116,115.5625,114.5107346
AAPL,19-08-2020,115.6100006,115.9824982,145538000,117.1624985,115.7074966,114.6544113
AAPL,20-08-2020,115.7324982,115.75,126907200,118.3925018,118.2750015,117.198555
AAPL,21-08-2020,119.25,119.2624969,338054800,124.8675003,124.3700027,123.2380829
AAPL,24-08-2020,123.9375,128.6974945,345937600,128.7850037,125.8574982,124.7120514
AAPL,25-08-2020,123.0524979,124.6975021,211495600,125.1800003,124.8249969,123.688942
AAPL,26-08-2020,125.0824966,126.1800003,163022400,126.9925003,126.5224991,125.3709869
AAPL,27-08-2020,123.8324966,127.1425018,155552400,127.4850006,125.0100021,123.872261
AAPL,28-08-2020,124.5774994,126.0124969,187630000,126.4424973,124.8075027,123.6716003
AAPL,31-08-2020,126,127.5800018,225702700,131,129.0399933,127.8655853
AAPL,1/9/2020,130.5299988,132.7599945,151948100,134.8000031,134.1799927,132.9588013
AAPL,2/9/2020,127,137.5899963,200119000,137.9799957,131.3999939,130.2040863
AAPL,3/9/2020,120.5,126.9100037,257599600,128.8399963,120.8799973,119.7798386
AAPL,4/9/2020,110.8899994,120.0699997,332607200,123.6999969,120.9599991,119.8591156
AAPL,8/9/2020,112.6800003,113.9499969,231366600,118.9899979,112.8199997,111.7932053
AAPL,9/9/2020,115.2600021,117.2600021,176940500,119.1399994,117.3199997,116.252243
AAPL,10/9/2020,112.5,120.3600006,182274400,120.5,113.4899979,112.4571075
AAPL,11/9/2020,110,114.5699997,180860300,115.2300034,112,110.9806595
AAPL,14-09-2020,112.8000031,114.7200012,140150100,115.9300003,115.3600006,114.3100815
AAPL,15-09-2020,113.6100006,118.3300018,184642000,118.8300018,115.5400009,114.4884491
AAPL,16-09-2020,112.0400009,115.2300034,154679000,116,112.1299973,111.1094818
AAPL,17-09-2020,108.7099991,109.7200012,178011000,112.1999969,110.3399963,109.3357697
AAPL,18-09-2020,106.0899963,110.4000015,287104900,110.8799973,106.8399963,105.8676224
